------------------------------------------------------------------------------------
Date: 8/13/2025 -- 10:05:12 (uptime: 0d, 00h 00m 09s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1408929
decoder.bytes                                 | Total                     | 1001891422
decoder.ipv4                                  | Total                     | 1467009
decoder.ethernet                              | Total                     | 1408929
decoder.tcp                                   | Total                     | 717678
tcp.syn                                       | Total                     | 4623
tcp.synack                                    | Total                     | 3925
tcp.rst                                       | Total                     | 3099
decoder.udp                                   | Total                     | 631258
decoder.avg_pkt_size                          | Total                     | 711
decoder.max_pkt_size                          | Total                     | 1514
flow.total                                    | Total                     | 9624
flow.tcp                                      | Total                     | 4830
flow.udp                                      | Total                     | 4794
flow.tcp_reuse                                | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 98
flow.wrk.spare_sync                           | Total                     | 76
flow.wrk.spare_sync_incomplete                | Total                     | 16
defrag.ipv4.fragments                         | Total                     | 118073
defrag.ipv4.reassembled                       | Total                     | 58080
decoder.event.udp.pkt_too_small               | Total                     | 2
decoder.event.ipv4.frag_overlap               | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 3756
flow.wrk.flows_evicted_pkt_inject             | Total                     | 5096
flow.wrk.flows_evicted                        | Total                     | 1551
flow.wrk.flows_injected                       | Total                     | 3732
flow.wrk.flows_injected_max                   | Total                     | 11
tcp.sessions                                  | Total                     | 4087
tcp.ssn_from_cache                            | Total                     | 2342
tcp.ssn_from_pool                             | Total                     | 1745
tcp.pseudo                                    | Total                     | 4
tcp.ack_unseen_data                           | Total                     | 932
tcp.segment_from_cache                        | Total                     | 241603
tcp.segment_from_pool                         | Total                     | 14451
tcp.stream_depth_reached                      | Total                     | 117
tcp.reassembly_gap                            | Total                     | 106
tcp.overlap                                   | Total                     | 2620
detect.alert                                  | Total                     | 32
detect.alerts_suppressed                      | Total                     | 550
app_layer.flow.http                           | Total                     | 257
app_layer.tx.http                             | Total                     | 679
app_layer.flow.tls                            | Total                     | 3436
app_layer.error.tls.gap                       | Total                     | 56
app_layer.flow.dns_tcp                        | Total                     | 84
app_layer.tx.dns_tcp                          | Total                     | 168
app_layer.flow.ntp                            | Total                     | 75
app_layer.tx.ntp                              | Total                     | 120
app_layer.flow.quic                           | Total                     | 914
app_layer.tx.quic                             | Total                     | 7106
app_layer.flow.snmp                           | Total                     | 46
app_layer.tx.snmp                             | Total                     | 46
app_layer.flow.failed_tcp                     | Total                     | 9
app_layer.flow.dns_udp                        | Total                     | 3671
app_layer.tx.dns_udp                          | Total                     | 6627
app_layer.flow.failed_udp                     | Total                     | 88
flow.end.state.new                            | Total                     | 2636
flow.end.state.established                    | Total                     | 3693
flow.end.state.closed                         | Total                     | 3295
flow.end.tcp_state.syn_sent                   | Total                     | 207
flow.end.tcp_state.syn_recv                   | Total                     | 8
flow.end.tcp_state.established                | Total                     | 373
flow.end.tcp_state.fin_wait1                  | Total                     | 2
flow.end.tcp_state.fin_wait2                  | Total                     | 101
flow.end.tcp_state.time_wait                  | Total                     | 419
flow.end.tcp_state.last_ack                   | Total                     | 57
flow.end.tcp_state.close_wait                 | Total                     | 101
flow.end.tcp_state.closed                     | Total                     | 2819
flow.end.tcp_liberal                          | Total                     | 59
flow.mgr.full_hash_pass                       | Total                     | 38
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 10279
flow.mgr.rows_maxlen                          | Total                     | 3
flow.mgr.flows_checked                        | Total                     | 18104
flow.mgr.flows_notimeout                      | Total                     | 10820
flow.mgr.flows_timeout                        | Total                     | 7284
flow.mgr.flows_evicted                        | Total                     | 7284
flow.mgr.flows_evicted_needs_work             | Total                     | 2979
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
flow.recycler.recycled                        | Total                     | 5726
flow.recycler.queue_max                       | Total                     | 946
tcp.memuse                                    | Total                     | 9961472
tcp.reassembly_memuse                         | Total                     | 1835008
flow.memuse                                   | Total                     | 7741144
