------------------------------------------------------------------------------------
Date: 8/13/2025 -- 10:06:14 (uptime: 0d, 00h 00m 10s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1170543
decoder.bytes                                 | Total                     | 1009625031
decoder.ipv4                                  | Total                     | 1186761
decoder.ethernet                              | Total                     | 1170543
decoder.tcp                                   | Total                     | 468871
tcp.syn                                       | Total                     | 3696
tcp.synack                                    | Total                     | 3347
tcp.rst                                       | Total                     | 1915
decoder.udp                                   | Total                     | 685446
decoder.avg_pkt_size                          | Total                     | 862
decoder.max_pkt_size                          | Total                     | 1514
flow.total                                    | Total                     | 9236
flow.tcp                                      | Total                     | 4167
flow.udp                                      | Total                     | 5069
flow.tcp_reuse                                | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 78
flow.wrk.spare_sync_incomplete                | Total                     | 6
defrag.ipv4.fragments                         | Total                     | 32444
defrag.ipv4.reassembled                       | Total                     | 16218
flow.wrk.flows_evicted_needs_work             | Total                     | 3204
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4293
flow.wrk.flows_evicted                        | Total                     | 1797
flow.wrk.flows_injected                       | Total                     | 3170
flow.wrk.flows_injected_max                   | Total                     | 13
tcp.sessions                                  | Total                     | 3378
tcp.ssn_from_cache                            | Total                     | 1530
tcp.ssn_from_pool                             | Total                     | 1848
tcp.pseudo                                    | Total                     | 4
tcp.ack_unseen_data                           | Total                     | 241
tcp.segment_from_cache                        | Total                     | 139772
tcp.segment_from_pool                         | Total                     | 7193
tcp.stream_depth_reached                      | Total                     | 58
tcp.reassembly_gap                            | Total                     | 47
tcp.overlap                                   | Total                     | 648
detect.alert                                  | Total                     | 65
detect.alerts_suppressed                      | Total                     | 302
app_layer.flow.http                           | Total                     | 177
app_layer.tx.http                             | Total                     | 338
app_layer.flow.tls                            | Total                     | 2989
app_layer.error.tls.gap                       | Total                     | 39
app_layer.flow.dns_tcp                        | Total                     | 11
app_layer.tx.dns_tcp                          | Total                     | 22
app_layer.flow.ntp                            | Total                     | 48
app_layer.tx.ntp                              | Total                     | 80
app_layer.flow.quic                           | Total                     | 966
app_layer.tx.quic                             | Total                     | 6538
app_layer.flow.snmp                           | Total                     | 30
app_layer.tx.snmp                             | Total                     | 30
app_layer.flow.failed_tcp                     | Total                     | 23
app_layer.flow.dns_udp                        | Total                     | 3935
app_layer.tx.dns_udp                          | Total                     | 7510
app_layer.flow.failed_udp                     | Total                     | 90
flow.end.state.new                            | Total                     | 2265
flow.end.state.established                    | Total                     | 4391
flow.end.state.closed                         | Total                     | 2580
flow.end.tcp_state.syn_sent                   | Total                     | 127
flow.end.tcp_state.syn_recv                   | Total                     | 21
flow.end.tcp_state.established                | Total                     | 471
flow.end.tcp_state.fin_wait1                  | Total                     | 3
flow.end.tcp_state.fin_wait2                  | Total                     | 153
flow.end.tcp_state.time_wait                  | Total                     | 259
flow.end.tcp_state.last_ack                   | Total                     | 45
flow.end.tcp_state.close_wait                 | Total                     | 23
flow.end.tcp_state.closed                     | Total                     | 2276
flow.end.tcp_liberal                          | Total                     | 40
flow.mgr.full_hash_pass                       | Total                     | 21
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 10668
flow.mgr.rows_maxlen                          | Total                     | 3
flow.mgr.flows_checked                        | Total                     | 15869
flow.mgr.flows_notimeout                      | Total                     | 10025
flow.mgr.flows_timeout                        | Total                     | 5844
flow.mgr.flows_evicted                        | Total                     | 5844
flow.mgr.flows_evicted_needs_work             | Total                     | 2334
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
flow.recycler.recycled                        | Total                     | 5837
flow.recycler.queue_max                       | Total                     | 1827
tcp.memuse                                    | Total                     | 9961472
tcp.reassembly_memuse                         | Total                     | 1835008
flow.memuse                                   | Total                     | 8149816
